Number,Title,Body,Closed,Merged,MergedAt,ClosedAt,ReviewComments,Participants,Comments,Files,Additions,Deletions,Modifications,TimeToMergeOrClose
2775,"Add Etherscan - A blockchain explorer, search, API and analytics platform for Ethereum",514,True,False,,2021-10-29T20:29:19Z,0,1,0,0,0,0,0,0
2779,Add Alchemy to Cryptocurrency,551,True,True,2021-10-29T20:22:46Z,2021-10-29T20:22:46Z,1,2,0,1,1,0,1,86077.0
2773,Add Hasura an Open Source API engine providing GraphQL and REST API interface out of the box,514,True,True,2021-10-29T20:19:48Z,2021-10-29T20:19:49Z,1,2,0,1,1,0,1,96145.0
2774,Add sheetsu,515,True,True,2021-10-29T20:16:51Z,2021-10-29T20:16:51Z,1,2,0,1,1,0,1,94935.0
2780,Add square,514,True,True,2021-10-29T20:14:53Z,2021-10-29T20:14:53Z,1,2,0,1,1,0,1,54695.0
2768,Add Trafiklab GTFS Regional,514,True,False,,2021-10-29T17:47:58Z,1,2,2,1,1,0,1,0
2772,"Add Email section with Mailchimp, Sendgrid and Sendinblue",514,True,True,2021-10-29T18:22:01Z,2021-10-29T18:22:01Z,1,2,0,1,9,0,9,92130.0
2771,Add wiktionary to dictionary APIs.,514,True,True,2021-10-29T17:56:06Z,2021-10-29T17:56:06Z,1,3,2,1,1,0,1,100918.0
2767,Add Conta Azul,514,True,False,,2021-10-29T17:36:54Z,1,2,0,1,2,0,2,0
2754,Add Validator.pizza,514,True,True,2021-10-29T17:28:45Z,2021-10-29T17:28:46Z,3,2,4,1,1,0,1,167708.0
2729,Doc and producti,514,True,False,,2021-10-28T19:21:36Z,1,2,1,1,2,0,2,0
2765,Adding Helium API,514,True,True,2021-10-29T17:13:36Z,2021-10-29T17:13:36Z,1,2,0,1,1,0,1,117062.0
2792,Add Open Data Minneapolis API,514,True,False,,2021-10-29T17:00:45Z,0,1,1,1,1,0,1,0
2762,add: 0x,514,True,True,2021-10-29T16:59:39Z,2021-10-29T16:59:39Z,1,2,0,1,1,0,1,127238.0
2759,Add SgCarparkAvailability to Transportation Section,568,True,False,,2021-10-29T16:44:21Z,1,2,1,1,1,0,1,0
2755,Add FullHunt API,582,True,True,2021-10-29T16:38:04Z,2021-10-29T16:38:04Z,1,2,0,1,1,0,1,148529.0
2753,Add Etherescan Api into blockchain list,514,True,True,2021-10-29T16:21:34Z,2021-10-29T16:21:35Z,1,2,0,1,1,0,1,168130.0
2752,Add Wazirx API,514,True,False,,2021-10-29T16:17:18Z,1,2,0,1,1,0,1,0
2751,Add Octopart API,514,True,True,2021-10-29T16:10:16Z,2021-10-29T16:10:16Z,1,2,0,1,1,0,1,168044.0
2748,Add PokéAPI (GraphQL),514,True,True,2021-10-29T15:22:54Z,2021-10-29T15:22:54Z,3,2,2,1,1,0,1,176942.0
2110,add OneSignal api,458,True,False,,2021-10-02T15:07:26Z,0,1,0,1,1,0,1,0
2112,Add OneSignal api,458,True,True,2021-10-04T07:36:54Z,2021-10-04T07:36:54Z,1,2,0,1,1,0,1,145670.0
2757,Add PostalPinCode API to Tracking section,558,True,True,2021-10-28T02:59:37Z,2021-10-28T02:59:37Z,1,2,2,1,1,0,1,3833.0
2734,Added free SMS API (D7),576,True,False,,2021-10-28T20:21:23Z,1,2,0,1,1,0,1,0
2783,Add iLovePDF API to Documents & Productivity,0,True,False,,2021-10-29T09:54:38Z,0,1,0,1,1,0,1,0
2725,Add MeowFacts,514,True,True,2021-10-28T18:53:12Z,2021-10-28T18:53:12Z,1,2,0,1,1,0,1,223830.0
2747,Add sport data,514,True,True,2021-10-28T21:37:31Z,2021-10-28T21:37:31Z,1,2,0,1,1,0,1,123847.0
2744,Added Scanii,514,True,True,2021-10-28T21:25:07Z,2021-10-28T21:25:07Z,1,2,0,1,2,0,2,139884.0
2680,Add GeekFlare API,514,True,False,,2021-10-28T20:57:43Z,1,3,1,1,1,0,1,0
2740,Add Geekflare API to Development,514,True,True,2021-10-28T20:55:28Z,2021-10-28T20:55:28Z,1,2,0,1,1,0,1,170092.0
2739,Added Brave NewCoin,514,True,True,2021-10-28T20:42:21Z,2021-10-28T20:42:21Z,1,2,1,1,1,0,1,176400.0
2738,Added Solana Web3 JS,514,True,False,,2021-10-28T20:34:13Z,1,2,1,1,1,0,1,0
2736,Added Solana JSON RPC API,514,True,True,2021-10-28T20:29:24Z,2021-10-28T20:29:24Z,1,2,0,1,1,0,1,177199.0
2733,Add Open Data NHS Scotland,597,True,True,2021-10-28T20:09:58Z,2021-10-28T20:09:58Z,1,2,0,1,1,0,1,183469.0
2732,Add Indeed,581,True,True,2021-10-28T20:05:20Z,2021-10-28T20:05:20Z,1,2,0,1,1,0,1,183359.0
2778,Add Alchemy to Cryptocurrency,0,True,False,,2021-10-28T19:55:44Z,0,1,0,1,1,0,1,0
2777,Remove OrderPizza,549,True,True,2021-10-28T19:29:29Z,2021-10-28T19:29:29Z,1,2,0,1,0,1,1,2138.0
2731,Added Messari API,514,True,True,2021-10-28T19:28:05Z,2021-10-28T19:28:05Z,1,2,0,1,1,0,1,186286.0
2730,Add IP Fast API to Development,514,True,True,2021-10-28T19:24:13Z,2021-10-28T19:24:13Z,1,2,0,1,1,0,1,213499.0
2728,added Gitlab to CI section,514,True,False,,2021-10-28T19:11:11Z,1,2,0,1,1,0,1,0
2726,Add Random Useless Facts,514,True,True,2021-10-28T19:09:41Z,2021-10-28T19:09:41Z,1,2,0,1,1,0,1,224509.0
2723,Add GreyNoise to Security,514,True,True,2021-10-28T19:06:22Z,2021-10-28T19:06:22Z,1,2,0,1,1,0,1,228165.0
2722,Add Puyo Nexus API to Games,586,True,True,2021-10-28T18:42:40Z,2021-10-28T18:42:40Z,1,2,0,1,1,0,1,229062.0
2721,Add Flowdash API,529,True,True,2021-10-28T18:38:05Z,2021-10-28T18:38:05Z,1,2,0,1,1,0,1,236582.0
2716,Add Srp Energy API,514,True,True,2021-10-28T18:01:59Z,2021-10-28T18:01:59Z,2,3,2,1,1,0,1,253481.0
2720,Add Youtube Analytics,514,True,False,,2021-10-28T18:00:15Z,1,2,0,1,1,0,1,0
2719,Add TheNewsAPI to News,514,True,True,2021-10-28T17:53:55Z,2021-10-28T17:53:55Z,1,2,0,1,1,0,1,246703.0
2715,Add chomp api,514,True,True,2021-10-28T17:37:19Z,2021-10-28T17:37:19Z,1,2,0,1,1,0,1,259566.0
2714,Add Recipe API,514,True,False,,2021-10-28T17:31:29Z,1,2,0,1,1,0,1,0
2713,Added AdoptAPet Api,547,True,True,2021-10-28T17:25:04Z,2021-10-28T17:25:04Z,1,2,0,1,1,0,1,266689.0
2769,"Add iRail CORS detail, improve description",514,True,True,2021-10-28T17:16:13Z,2021-10-28T17:16:13Z,5,2,3,1,1,1,2,13916.0
2627,Add Novadax,514,True,True,2021-10-28T17:06:12Z,2021-10-28T17:06:12Z,2,2,1,1,1,0,1,710310.0
2630,Add Bitcambio,514,True,True,2021-10-28T17:05:20Z,2021-10-28T17:05:20Z,2,2,1,1,1,0,1,709098.0
2760,Updated AniAPI doc link,514,True,True,2021-10-28T16:12:21Z,2021-10-28T16:12:21Z,2,2,2,1,1,1,2,41693.0
2763,Add Sendgrid and Mailtrap API,514,True,False,,2021-10-28T12:18:15Z,0,1,0,1,9,0,9,0
2531,Add Codex API,514,True,True,2021-10-25T16:35:39Z,2021-10-25T16:35:39Z,1,2,2,1,1,0,1,968432.0
2756,Add Ducks Unlimited to Geocoding API,514,True,True,2021-10-28T02:50:37Z,2021-10-28T02:50:37Z,1,2,1,1,1,0,1,8116.0
2700,Add PostalPinCode API to Tracking section,560,True,False,,2021-10-27T22:49:22Z,1,2,2,7,75,0,75,0
2692,Add Ducks Unlimited to Geocoding API,514,True,False,,2021-10-27T22:38:19Z,1,2,2,1,2,0,2,0
2712,added arbeitsamt jobs,40,True,True,2021-10-27T23:08:07Z,2021-10-27T23:08:07Z,1,2,0,1,1,0,1,210137.0
2711,Add cutt.ly,23,True,True,2021-10-27T23:02:02Z,2021-10-27T23:02:02Z,1,2,0,1,1,0,1,210283.0
2704,Add Naver Maps API,514,True,False,,2021-10-27T22:58:14Z,1,2,0,1,1,0,1,0
2702,Add tokopedia,514,True,True,2021-10-27T22:52:57Z,2021-10-27T22:52:57Z,1,2,0,1,1,0,1,239025.0
2696,Add GunPolicy.org API,514,True,True,2021-10-27T22:44:42Z,2021-10-27T22:44:42Z,1,2,0,1,1,0,1,264888.0
2693,Add Geodata.gov.gr API,514,True,True,2021-10-27T22:40:59Z,2021-10-27T22:41:00Z,1,2,0,1,1,0,1,273104.0
2691,Add CloudConvert API to Documents & Productivity,514,True,True,2021-10-27T22:34:18Z,2021-10-27T22:34:18Z,1,2,0,1,1,0,1,289537.0
2690,Add Nobel Prize to Open Data,554,True,True,2021-10-27T22:30:57Z,2021-10-27T22:30:57Z,1,2,0,1,1,0,1,295456.0
2689,Add Umeå Open Data,549,True,True,2021-10-27T22:27:52Z,2021-10-27T22:27:52Z,1,2,0,1,1,0,1,295944.0
2666,Adds tripadvisor public api,514,True,True,2021-10-27T21:32:49Z,2021-10-27T21:32:49Z,2,3,2,1,1,0,1,422110.0
2688,Added ThreatConnect Exchange API,617,True,False,,2021-10-27T22:20:07Z,1,2,1,1,1,0,1,0
2637,Add The Null Pointer,450,True,True,2021-10-27T15:06:25Z,2021-10-27T15:06:25Z,1,2,3,1,1,0,1,566431.0
2687,Add Nordea to Finance,541,True,False,,2021-10-27T22:02:39Z,1,2,0,1,1,0,1,0
2683,Add Catalogopolis API,514,True,True,2021-10-27T21:46:49Z,2021-10-27T21:46:49Z,1,2,0,1,1,0,1,297461.0
2682,Adding tennis-data Api to Sports and Fitness,514,True,True,2021-10-27T21:44:14Z,2021-10-27T21:44:15Z,1,2,1,1,1,0,1,300242.0
2675,Add MalDatabase,514,True,True,2021-10-27T21:41:54Z,2021-10-27T21:41:54Z,1,3,2,1,1,0,1,380894.0
2669,add: administrative-divisions-db,514,True,True,2021-10-27T21:21:59Z,2021-10-27T21:21:59Z,1,3,0,1,2,1,3,390469.0
2750,Removed Elephant API,514,True,True,2021-10-27T19:52:19Z,2021-10-27T19:52:19Z,1,2,0,1,0,1,1,8977.0
2745,Replace current validate_links,611,True,False,,2021-10-27T19:50:40Z,1,2,0,3,32,101,133,0
2635,Add CheetahO api,514,True,True,2021-10-27T19:45:34Z,2021-10-27T19:45:34Z,1,2,3,1,1,0,1,600526.0
2672,Add Stream,529,True,True,2021-10-27T19:08:49Z,2021-10-27T19:08:49Z,2,2,2,1,1,0,1,374316.0
2679,Added Shipment tracking API to Tracking,514,True,True,2021-10-27T19:03:03Z,2021-10-27T19:03:04Z,1,2,0,1,1,0,1,310243.0
2667,Adds bitrise public api,514,True,True,2021-10-27T18:02:21Z,2021-10-27T18:02:21Z,1,2,1,1,1,0,1,408662.0
2676,Add BaconMockup API to Food & Drink,514,True,True,2021-10-27T18:15:21Z,2021-10-27T18:15:22Z,1,2,0,1,1,0,1,356955.0
2668,Adds correio public api doc,514,True,True,2021-10-27T18:03:23Z,2021-10-27T18:03:23Z,1,2,0,1,1,0,1,407896.0
2673,Add Monday API,576,True,True,2021-10-27T18:11:40Z,2021-10-27T18:11:40Z,1,2,0,1,1,0,1,369579.0
2638,Add Digi-Key,514,True,True,2021-10-27T15:10:49Z,2021-10-27T15:10:50Z,1,2,1,1,1,0,1,566206.0
2653,Add Bhagavad Gita telugu,586,True,True,2021-10-27T16:17:38Z,2021-10-27T16:17:38Z,1,2,1,1,1,0,1,468098.0
2642,Add They Said So Quotes,514,True,True,2021-10-27T17:05:38Z,2021-10-27T17:05:38Z,2,2,0,1,1,0,1,539828.0
2665,Added complete criminal checks API,529,True,True,2021-10-27T17:02:50Z,2021-10-27T17:02:50Z,1,2,0,1,1,0,1,412220.0
2664,Add Urban Observatory,53,True,True,2021-10-27T16:58:59Z,2021-10-27T16:58:59Z,1,2,1,1,1,0,1,426174.0
2663,Added ELI API,514,True,True,2021-10-27T16:54:06Z,2021-10-27T16:54:06Z,1,2,0,1,1,0,1,437756.0
2662,Added chess.com API,514,True,True,2021-10-27T16:48:02Z,2021-10-27T16:48:02Z,1,2,0,1,1,0,1,443393.0
2656,Add MemeMaker API,514,True,True,2021-10-27T16:45:38Z,2021-10-27T16:45:38Z,1,2,0,1,1,0,1,451550.0
2743,Added Scanii,605,True,False,,2021-10-27T06:31:54Z,0,1,2,1,1,0,1,0
2655,Add Live precious metal prices,514,True,True,2021-10-27T16:33:26Z,2021-10-27T16:33:26Z,1,3,2,1,1,0,1,457754.0
2654,Add Compare Flight Prices,514,True,True,2021-10-27T16:22:48Z,2021-10-27T16:22:48Z,1,2,0,1,1,0,1,457791.0
2652,Add Google Firebase API,514,True,True,2021-10-27T16:14:31Z,2021-10-27T16:14:31Z,1,2,0,1,1,0,1,479247.0
2651,Add CoinDesk,514,True,True,2021-10-27T16:07:39Z,2021-10-27T16:07:39Z,1,2,0,1,1,0,1,479597.0
2650,Add FishWatch API,583,True,True,2021-10-27T16:03:43Z,2021-10-27T16:03:43Z,1,2,0,1,1,0,1,487912.0
2649,Add airportsapi to transportation,514,True,True,2021-10-27T15:59:20Z,2021-10-27T15:59:20Z,1,2,0,1,1,0,1,497572.0
2646,Add uNoGS API,514,True,True,2021-10-27T15:52:41Z,2021-10-27T15:52:41Z,1,2,0,1,1,0,1,502261.0
2640,Add Actinia API,514,True,True,2021-10-27T15:35:02Z,2021-10-27T15:35:02Z,1,2,0,1,1,0,1,550399.0
2639,Add MapQuest API,529,True,True,2021-10-27T15:22:18Z,2021-10-27T15:22:18Z,1,2,0,1,1,0,1,565826.0
2636,Add GENESIS (Federal Statistical Office of Germany),757,True,True,2021-10-27T14:56:47Z,2021-10-27T14:56:47Z,1,2,0,1,1,0,1,581806.0
2634,Add LogMeal API,514,True,False,,2021-10-27T14:45:20Z,1,2,0,1,1,0,1,0
2633,Add Mgnet.me,543,True,True,2021-10-27T14:37:33Z,2021-10-27T14:37:33Z,1,2,1,1,1,0,1,606371.0
2632,Add petfinder api,514,True,False,,2021-10-27T14:33:23Z,1,2,0,1,2,0,2,0
2631,Add Finnhub,590,True,True,2021-10-27T14:32:15Z,2021-10-27T14:32:15Z,1,2,1,1,1,0,1,607207.0
2629,Add Binance,514,True,False,,2021-10-27T14:18:18Z,1,2,0,1,1,0,1,0
2626,Add Mercado Bitcoin,514,True,False,,2021-10-27T14:06:07Z,1,2,0,1,1,0,1,0
2624,Added Phisherman to Anti-Malware,752,True,True,2021-10-27T14:01:07Z,2021-10-27T14:01:07Z,1,2,0,1,1,0,1,621223.0
2622,add Dog Facts,514,True,True,2021-10-27T13:56:23Z,2021-10-27T13:56:23Z,1,2,0,1,1,0,1,637482.0
2621,Add iScraper.io,514,True,False,,2021-10-27T13:53:38Z,1,2,0,1,1,0,1,0
2620,Add Coder Calendar API for listing coding contests,680,True,False,,2021-10-27T13:47:33Z,1,2,0,1,1,0,1,0
2617,Add Verifier API,554,True,True,2021-10-27T13:44:00Z,2021-10-27T13:44:00Z,1,2,0,1,1,0,1,686340.0
2616,Add Programming Category,514,True,True,2021-10-27T13:37:39Z,2021-10-27T13:37:39Z,1,2,0,1,9,0,9,699492.0
2615,Add Convertio API,514,True,False,,2021-10-27T13:28:25Z,1,2,0,1,1,0,1,0
2686,Added Mockaroo API generator,767,True,False,,2021-10-26T18:34:51Z,1,2,2,1,1,0,1,0
2505,Added transfer.sh API,514,True,True,2021-10-25T05:50:57Z,2021-10-25T05:50:57Z,1,2,0,1,1,0,1,1068102.0
2508,Add Wayback Machine API to Open Data,514,True,False,,2021-10-25T06:07:17Z,1,2,0,1,1,0,1,0
2737,Remove Tesla and update contributing guide,650,True,True,2021-10-26T21:33:02Z,2021-10-26T21:33:02Z,1,3,0,2,1,2,3,8032.0
2609,Added Home Automation category with 3 entries,623,True,False,,2021-10-26T18:03:56Z,1,2,2,1,9,0,9,0
2685,added DOG CEO api,514,True,False,,2021-10-26T18:36:26Z,1,2,0,1,1,0,1,0
2641,Add ArcGIS  API,547,True,False,,2021-10-26T18:31:26Z,1,2,0,1,1,0,1,0
2545,"Add Open Government, Brazil",514,True,True,2021-10-25T16:59:52Z,2021-10-25T16:59:52Z,1,2,3,1,1,0,1,914790.0
2618,Add Codeforces API,514,True,False,,2021-10-26T18:20:30Z,1,2,1,1,7,0,7,0
2612,Add OpenFDA API,552,True,False,,2021-10-26T18:11:28Z,1,2,0,1,1,0,1,0
2611,Add TikTok API,514,True,True,2021-10-26T18:07:51Z,2021-10-26T18:07:51Z,1,2,0,1,1,0,1,683646.0
2604,Add Machinetutors API,514,True,True,2021-10-26T17:46:13Z,2021-10-26T17:46:13Z,2,2,5,1,1,0,1,710536.0
2608,"Add Transport for Los Angeles, US",514,True,True,2021-10-26T17:41:49Z,2021-10-26T17:41:49Z,1,2,0,1,1,0,1,690277.0
2606,Add Buddy CI/CD API,514,True,True,2021-10-26T17:17:03Z,2021-10-26T17:17:03Z,1,2,0,1,1,0,1,700249.0
2603,Add Udemy (instructor) API,514,True,True,2021-10-26T16:56:44Z,2021-10-26T16:56:44Z,1,2,0,1,1,0,1,718883.0
2602,Add Hunter API,514,True,True,2021-10-26T16:45:43Z,2021-10-26T16:45:44Z,1,2,0,1,1,0,1,725863.0
2601,Add Premier League Standings,514,True,True,2021-10-26T16:39:10Z,2021-10-26T16:39:11Z,1,2,0,1,1,0,1,733964.0
2600,Add metamask api,514,True,False,,2021-10-26T16:25:14Z,1,2,0,1,1,0,1,0
2598,Add Tenders in Ukraine,462,True,True,2021-10-26T16:13:06Z,2021-10-26T16:13:06Z,2,4,5,1,1,0,1,760594.0
2597,Add Synonyms API to Dictionaries,514,True,True,2021-10-26T16:09:25Z,2021-10-26T16:09:25Z,1,2,0,1,1,0,1,761682.0
2595,Add Imsea,514,True,True,2021-10-26T16:02:39Z,2021-10-26T16:02:39Z,1,2,1,1,1,0,1,779926.0
2594,Added one entry in Government section,601,True,False,,2021-10-26T15:53:50Z,1,2,0,1,1,0,1,0
2593,Add Intellexer API to Text Analysis,542,True,False,,2021-10-26T15:46:30Z,1,2,0,1,1,0,1,0
2591,Add xMath API,550,True,True,2021-10-26T15:38:25Z,2021-10-26T15:38:25Z,1,2,1,1,1,0,1,809479.0
2589,Add Nick Cage Quotes api,514,True,False,,2021-10-26T15:33:08Z,1,2,0,1,1,0,1,0
2588,Add color api,514,True,False,,2021-10-26T15:30:31Z,1,2,0,1,1,0,1,0
2587,Add kanye west quote api,514,True,False,,2021-10-26T15:21:24Z,1,2,0,1,1,0,1,0
2586,add binance crypto ticker api,514,True,False,,2021-10-26T15:19:02Z,1,3,0,1,1,0,1,0
2709,Update CORS for MMoA API in Art & Design,597,True,True,2021-10-26T15:11:32Z,2021-10-26T15:11:32Z,3,2,0,1,1,1,2,108167.0
2708,Update CORS for Archive.org API in Open Data,597,True,True,2021-10-26T15:10:28Z,2021-10-26T15:10:28Z,3,2,0,1,1,1,2,108606.0
2710,Add IP Fast API to Development,514,True,False,,2021-10-26T07:58:35Z,0,1,0,1,1,0,1,0
2584,Add GeoDB Cities,514,True,True,2021-10-26T06:14:13Z,2021-10-26T06:14:13Z,1,2,0,1,1,0,1,791135.0
2583,Add Pinata,514,True,True,2021-10-26T06:09:28Z,2021-10-26T06:09:28Z,1,2,2,1,1,0,1,791027.0
2581,Added Steem to Blockchain APIs,655,True,True,2021-10-26T06:00:12Z,2021-10-26T06:00:12Z,2,2,1,1,1,0,1,818966.0
2717,A bunch more links now actually go to documentation,657,True,True,2021-10-26T05:53:56Z,2021-10-26T05:53:57Z,1,2,0,1,9,9,18,36884.0
2697,I added some information,42,True,False,,2021-10-25T21:33:12Z,0,2,0,1,1,0,1,0
2578,Add decathlon,514,True,False,,2021-10-25T21:25:40Z,1,2,0,1,1,0,1,0
2577,Add Radio Browser to Music,514,True,True,2021-10-25T21:23:10Z,2021-10-25T21:23:10Z,1,2,0,1,1,0,1,798481.0
2718,Add TheNewsAPI to News,514,True,False,,2021-10-25T21:16:19Z,0,1,0,1,1,0,1,0
2576,Add google Fonts,514,True,True,2021-10-25T21:14:41Z,2021-10-25T21:14:41Z,1,2,0,1,1,0,1,805482.0
2575,add UK Vehicle Data API to Vehicle section,514,True,False,,2021-10-25T21:10:41Z,1,2,0,1,1,0,1,0
2574,Add Binlist,514,True,True,2021-10-25T21:06:07Z,2021-10-25T21:06:07Z,1,2,0,1,1,0,1,816338.0
2571,Add Co-Win API ,514,True,False,,2021-10-25T20:51:48Z,1,3,1,1,1,0,1,0
2572,Add QuickMocker,514,True,False,,2021-10-25T20:53:49Z,1,3,1,1,1,0,1,0
2573,Add Beeceptor,514,True,True,2021-10-25T20:58:33Z,2021-10-25T20:58:33Z,1,2,0,1,1,0,1,816941.0
2570,add Citi API,574,True,True,2021-10-25T20:48:48Z,2021-10-25T20:48:49Z,1,3,1,1,1,0,1,835626.0
2538,"Add Open Government, Czech Republic",577,True,True,2021-10-25T16:51:08Z,2021-10-25T16:51:08Z,1,2,1,1,1,0,1,941503.0
2694,Add Srp Energy API,514,True,False,,2021-10-25T19:30:03Z,0,41,0,1,1,0,1,0
2568,Add Remove.bg API,529,True,True,2021-10-25T18:38:40Z,2021-10-25T18:38:40Z,1,2,0,1,1,0,1,838403.0
2566,Add CryptAPI API,529,True,True,2021-10-25T18:33:51Z,2021-10-25T18:33:51Z,1,2,0,1,3,2,5,839483.0
2564,Data API of the Spanish Meteorological Agency,514,True,False,,2021-10-25T18:29:02Z,1,2,0,1,1,0,1,0
2561,Add Word Cloud API,514,True,True,2021-10-25T18:25:54Z,2021-10-25T18:25:54Z,1,2,0,1,1,0,1,868902.0
2557,"Add City, Toronto Open Data and fix Open Data word",644,True,True,2021-10-25T18:21:10Z,2021-10-25T18:21:10Z,1,2,0,1,5,4,9,876440.0
2553,Add trace moe,514,True,True,2021-10-25T18:11:33Z,2021-10-25T18:11:33Z,1,2,0,1,1,0,1,889118.0
2552,"Add Open Government, Norway",0,True,True,2021-10-25T18:02:38Z,2021-10-25T18:02:38Z,0,3,1,1,1,0,1,893929.0
2556,Add AviationAPI to Transportation,520,True,True,2021-10-25T17:47:23Z,2021-10-25T17:47:23Z,1,3,0,1,1,0,1,875984.0
2569,Add Sirv API,529,True,True,2021-10-25T17:34:53Z,2021-10-25T17:34:53Z,2,4,1,1,1,0,1,833772.0
2550,Update for antimalware APIs,546,True,False,,2021-10-25T17:42:38Z,0,3,2,1,2,0,2,0
2567,Add Inferdo API,529,True,True,2021-10-25T17:32:23Z,2021-10-25T17:32:23Z,1,2,1,1,1,0,1,834818.0
2536,Add Micro DB,514,True,True,2021-10-25T17:31:33Z,2021-10-25T17:31:33Z,5,2,2,1,1,0,1,946250.0
2548,Added BtcTurk to Cryptocurrency,539,True,True,2021-10-25T17:25:48Z,2021-10-25T17:25:48Z,1,3,0,1,1,0,1,894675.0
2547,Add Sonar,584,True,True,2021-10-25T17:16:42Z,2021-10-25T17:16:42Z,1,2,0,1,1,0,1,896321.0
2546,Add file.coffee to Cloud Storage & File Sharing,559,True,False,,2021-10-25T17:07:59Z,1,2,0,1,1,0,1,0
2544,Add GraphQL Api from SpaceX,27,True,True,2021-10-25T16:53:39Z,2021-10-25T16:53:39Z,1,2,0,1,1,0,1,922158.0
2535,Add Front Accounting APIs,514,True,True,2021-10-25T16:41:33Z,2021-10-25T16:41:33Z,1,2,5,1,2,0,2,945769.0
2530,Add Brainshop.ai API,514,True,True,2021-10-25T16:26:42Z,2021-10-25T16:26:43Z,1,2,0,1,1,0,1,968653.0
2529,Add blockfrost Cardano,551,True,True,2021-10-25T16:21:11Z,2021-10-25T16:21:11Z,1,2,0,1,1,0,1,973641.0
2528,Add TomTom location APIs,517,True,True,2021-10-25T16:15:23Z,2021-10-25T16:15:23Z,1,2,0,1,1,0,1,977564.0
2707,Update Sweden/PostNord API in Tracking,788,True,True,2021-10-25T15:58:16Z,2021-10-25T15:58:17Z,1,2,0,1,1,1,2,26104.0
2701,Remove Scraper.ai because it's discontinued,733,True,True,2021-10-25T06:11:28Z,2021-10-25T06:11:28Z,1,2,1,1,0,1,1,7435.0
2677,Add MyDramaList,514,True,False,,2021-10-25T12:07:13Z,0,2,2,1,1,0,1,0
2522,Add Calendarific API,514,True,False,,2021-10-25T07:41:59Z,1,2,0,1,1,0,1,0
2489,Add PatentsView API,542,True,True,2021-10-24T21:10:16Z,2021-10-24T21:10:16Z,1,2,1,1,1,0,1,1149770.0
2485,Add VulDB API,542,True,True,2021-10-24T20:42:54Z,2021-10-24T20:42:54Z,1,2,0,1,1,0,1,1154600.0
2474,Add Bugcrowd API,542,True,True,2021-10-24T05:52:08Z,2021-10-24T05:52:08Z,1,2,0,1,1,0,1,1115636.0
2527,Add Readme typing SVG API,527,True,True,2021-10-25T07:49:22Z,2021-10-25T07:49:22Z,1,2,0,1,1,0,1,948014.0
2524,Add Helipaddy sites,514,True,True,2021-10-25T07:46:25Z,2021-10-25T07:46:25Z,1,2,0,1,1,0,1,951321.0
2706,Update RandomCat,60,True,True,2021-10-25T07:40:08Z,2021-10-25T07:40:08Z,0,1,0,1,1,1,2,34.0
2504,Add Travel category,560,True,False,,2021-10-25T01:51:47Z,1,3,0,1,9,1,10,0
2521,Added Randomcat,515,True,False,,2021-10-25T07:35:48Z,1,2,0,1,1,0,1,0
2520,Add Sabre for Developers,54,True,True,2021-10-25T07:31:18Z,2021-10-25T07:31:18Z,1,2,0,1,1,0,1,992218.0
2519,Add sportmonks to sports,43,True,False,,2021-10-25T07:20:55Z,1,2,0,1,1,0,1,0
2518,Add ddownload.com to file storage and sharing,74,True,True,2021-10-25T07:17:50Z,2021-10-25T07:17:50Z,1,2,0,1,1,0,1,992452.0
2517,Add Yahoo Weather API,71,True,True,2021-10-25T07:12:37Z,2021-10-25T07:12:37Z,0,2,0,1,1,0,1,992656.0
2515,Add Google Forms API,576,True,False,,2021-10-25T07:05:54Z,1,2,0,1,1,0,1,0
2511,Add Petfinder,547,True,True,2021-10-25T06:57:51Z,2021-10-25T06:57:51Z,1,3,3,1,2,0,2,1041043.0
2510,Add Payment Request API,514,True,False,,2021-10-25T06:52:27Z,1,2,0,1,1,0,1,0
2705,Fix the punctuation of descriptions of some APIs,0,True,True,2021-10-25T06:43:53Z,2021-10-25T06:43:53Z,0,1,0,1,5,5,10,41.0
2703,Remove link from Wandbox description,26,True,True,2021-10-25T06:29:32Z,2021-10-25T06:29:32Z,0,1,0,1,1,1,2,64.0
2507,Add My ip,514,True,True,2021-10-25T05:58:11Z,2021-10-25T05:58:11Z,1,2,0,1,1,0,1,1068202.0
2699,Update Meetup API,665,True,True,2021-10-25T02:08:17Z,2021-10-25T02:08:17Z,1,2,1,1,1,1,2,405.0
2698,Remove MySocialApp for lack of free tier/abandonement,998,True,True,2021-10-25T02:03:34Z,2021-10-25T02:03:34Z,1,2,1,1,0,1,1,858.0
1506,"Introduced Travel category (for non-transportation travel) and added Amadeus, Laya and Impala into it",458,True,False,,2021-10-25T01:50:26Z,1,3,0,1,9,1,10,0
2503,Add SmartAPI,551,True,True,2021-10-25T01:10:35Z,2021-10-25T01:10:35Z,1,2,0,1,1,0,1,1055287.0
2501,Add greenhouse.io Job API,514,True,False,,2021-10-25T01:02:01Z,1,2,0,1,1,0,1,0
2499,Add Chuck Norris Facts to Games & Comics,514,True,False,,2021-10-25T00:55:30Z,1,2,0,1,1,0,1,0
2498,Add RainViewer,514,True,True,2021-10-25T00:53:48Z,2021-10-25T00:53:48Z,1,2,0,1,1,0,1,1094891.0
2496,"Add Open Government, Argentina",576,True,True,2021-10-25T00:09:37Z,2021-10-25T00:09:37Z,1,2,0,1,1,0,1,1118981.0
