Number,Title,Body,Closed,Merged,MergedAt,ClosedAt,ReviewComments,Participants,Comments,Files,Additions,Deletions,Modifications,TimeToMergeOrClose
45290,Update README.md,806,True,False,,2022-03-08T13:30:37Z,0,1,2,1,0,1,1,0
45275,build(docs-infra): upgrade cli command docs sources to 9aa2eb03f,127,True,False,,2022-03-07T19:34:34Z,2,4,3,1,1,1,2,0
45257,docs: Change tag name to TD from TR in context of colspan usage,785,True,False,,2022-03-07T23:41:56Z,1,2,2,1,2,2,4,0
45237,docs(core): Flush description to include microtasks,859,True,False,,2022-03-07T23:41:56Z,2,4,5,1,2,1,3,0
45247,build: update dependency magic-string to v0.26.1,9640,True,False,,2022-03-07T22:29:54Z,2,3,2,3,9,2,11,0
45260,build: update dependency google-closure-compiler to v20220301,817,True,False,,2022-03-07T22:30:52Z,2,4,3,4,58,58,116,0
45285,test(compiler): fix deprecation warning,162,True,False,,2022-03-07T19:36:57Z,1,3,2,1,3,1,4,0
45277,ci(devtools): components CI test should use local zone.js build,173,True,False,,2022-03-07T19:35:04Z,3,4,5,2,10,5,15,0
45271,fix(forms): Property renaming safe code,1075,True,False,,2022-03-07T19:34:03Z,5,4,7,2,46,32,78,0
45267,refactor(compiler): specify `@angular/core` as peer dependency,493,True,False,,2022-03-07T19:32:29Z,1,3,3,1,8,0,8,0
45190,feat(core): support TypeScript 4.6,32,True,False,,2022-03-07T19:31:49Z,5,7,3,27,184,39,223,0
45065,build(docs-infra): upgrade cli command docs sources to ac175ff10,115,True,False,,2022-02-14T17:15:28Z,1,4,3,1,1,1,2,0
44787,refactor(compiler): add `@suppress {msgDescriptions}` if no description is present on an i18n message,1528,True,False,,2022-02-02T23:33:49Z,1,4,2,14,83,17,100,0
45244,refactor(router): Use helper function to throw NoMatch,154,True,False,,2022-03-04T23:24:18Z,3,4,3,1,1,1,2,0
45152,docs: add Greek localization for Angular Docs,1043,True,False,,2022-03-03T20:28:02Z,1,3,2,1,1,0,1,0
45256,release: cut the zone.js-0.11.5 release,39,True,False,,2022-03-03T23:49:58Z,1,2,2,2,592,789,1381,0
45207,docs: change link for devtools to angular repo,874,True,False,,2022-03-03T20:28:29Z,1,3,2,1,1,1,2,0
45098,fix(zone.js): defineProperties should also set symbol props,147,True,False,,2022-03-03T20:22:10Z,6,5,10,2,122,4,126,0
45240,refactor(router): Remove special logic for hybrid apps,2330,True,False,,2022-03-03T17:14:44Z,1,2,4,2,0,35,35,0
45239,[13.2.x]: patch port of angular update/dev-infra update,20,True,False,,2022-03-03T17:14:11Z,3,5,4,15,595,797,1392,0
45252,build: add retry logic to postinstall script,284,True,False,,2022-03-03T17:13:55Z,2,4,2,1,18,10,28,0
45251,build: update bazel,6747,True,False,,2022-03-03T11:15:43Z,0,2,2,3,68,26,94,0
45206,build: update angular,4632,True,False,,2022-02-28T17:38:41Z,2,5,9,13,513,792,1305,0
45047,fix(zone.js): patch global instead of Mocha object,594,True,False,,2022-02-16T21:51:56Z,2,5,5,32,9827,16,9843,0
45156,feat(core): allow for injector to be specified when creating an embedded view,414,True,False,,2022-03-02T16:38:09Z,8,4,5,40,1589,171,1760,0
45224,build: update angular to 2d44a4d,817,True,False,,2022-03-02T12:33:24Z,0,2,2,5,61,14,75,0
44779,build: update bazel,6747,True,False,,2022-03-02T12:33:14Z,0,2,3,3,68,26,94,0
45226,[13.2.x] perf(common): make `NgLocalization` token tree-shakable (#45118),45,True,False,,2022-03-02T01:02:57Z,0,2,2,9,18,109,127,0
45118,perf(common): make `NgLocalization` token tree-shakable,402,True,False,,2022-03-01T20:42:47Z,7,5,5,9,16,107,123,0
40962,refactor(zone.js): remove onProp eventName array to reduce bundle size,561,True,False,,2022-03-01T18:41:35Z,16,9,37,8,674,311,985,0
45222,[13.2.x] perf(core): make more ApplicationModule providers tree-shakable,98,True,False,,2022-03-01T18:38:20Z,0,2,3,13,75,201,276,0
44573,feat(router): take only the first emitted value of every resolver,200,True,False,,2022-03-01T17:12:45Z,2,4,10,4,23,12,35,0
45197,refactor(forms): Split up `model.ts`.,409,True,False,,2022-02-28T20:21:15Z,0,1,1,20,2669,2547,5216,0
44986,docs: improve structure of http example,1339,True,False,,2022-02-28T19:31:33Z,18,5,21,9,152,83,235,0
45064,feat(zone.js): add Promise.any() implementation,57,True,False,,2022-02-28T17:39:31Z,8,5,2,5,171,12,183,0
45097,docs(docs-infra): fix the stackblitz on page i18n-example,1096,True,False,,2022-02-28T17:25:48Z,9,7,10,2,7,19,26,0
41661,add support to partial evaluator for literal types and tuple types,155,True,False,,2021-06-25T16:59:37Z,17,5,7,4,94,1,95,0
45185,fix(animations): allow animations with unsupported CSS properties,75,True,False,,2022-02-24T00:53:53Z,3,3,2,8,116,20,136,0
44582,docs: fix ngOnChange description issue,1043,True,False,,2022-01-04T20:15:22Z,1,3,5,1,1,1,2,0
45123,docs: solve the problem with Dynamic Component guide example,919,True,False,,2022-02-18T21:33:21Z,1,3,3,1,3,3,6,0
45204,ci: instruct renovate to not update/override merge ready PRs,373,True,False,,2022-02-25T22:10:59Z,1,3,8,1,13,2,15,0
44063,docs: New text interpolation concept doc,42,True,False,,2022-02-25T19:57:57Z,0,4,2,1,114,0,114,0
44066,docs: Text interpolation changed to task-based doc,27,True,False,,2022-02-25T19:52:19Z,0,5,2,1,21,118,139,0
44067,docs: New binding concept doc,28,True,False,,2022-02-25T19:50:01Z,0,6,4,1,125,0,125,0
44093,docs: Style binding created as a task-based doc,42,True,False,,2022-02-25T19:47:14Z,0,6,6,1,121,0,121,0
45147,ci: fix stamping for builds performed in CI,252,True,False,,2022-02-25T19:14:09Z,1,3,3,3,6,1,7,0
45201,build: update dependency @types/chrome to ^0.0.179,644,True,False,,2022-02-25T19:07:34Z,1,3,4,2,5,5,10,0
45203,[13.2] Update Babel,22,True,False,,2022-02-25T19:13:26Z,0,2,3,22,502,350,852,0
45117,build: update angular,5967,True,False,,2022-02-25T19:03:23Z,6,6,7,10,451,426,877,0
45025,fix(zone.js): async-test should only call done once,1816,True,False,,2022-02-09T18:19:00Z,2,4,5,5,84,5,89,0
44094,docs: Class binding created as a separate task-based doc,51,True,False,,2022-02-25T00:22:42Z,0,6,5,1,95,0,95,0
44260,docs: Attribute binding changed to include only attribute binding wit…,110,True,False,,2022-02-25T00:21:13Z,0,4,2,1,14,272,286,0
45071,build: lock file maintenance,667,True,False,,2022-02-24T23:56:20Z,1,3,2,3,1062,915,1977,0
45172,perf(core): only track LViews that are referenced in __ngContext__,207,True,False,,2022-02-24T23:51:45Z,1,2,2,3,18,10,28,0
45170,Small router refactors,437,True,False,,2022-02-24T23:50:08Z,1,2,2,4,25,28,53,0
44302,docs: Event binding update,0,True,False,,2022-02-24T23:23:57Z,0,4,2,1,6,0,6,0
44303,docs: Understanding template variables updated,0,True,False,,2022-02-24T23:20:14Z,0,4,2,1,11,1,12,0
44435,docs: Property binding structured to be task-based,56,True,False,,2022-02-24T23:17:11Z,0,4,2,1,42,96,138,0
45189,build: update all non-major dependencies,3408,True,False,,2022-02-24T22:55:15Z,3,4,3,5,61,61,122,0
45148,docs: fix style guide example app included as routing,1198,True,False,,2022-02-24T22:57:58Z,1,2,2,1,1,0,1,0
45177,ci: add permissions to current github action workflows,491,True,False,,2022-02-24T21:39:42Z,2,3,2,4,14,1,15,0
44931,refactor(localize): update version of Babel,306,True,False,,2022-02-24T21:42:59Z,10,6,8,22,521,346,867,0
44994,Chain elementStart/elementEnd instructions,1220,True,False,,2022-02-08T17:56:55Z,3,7,8,27,335,291,626,0
45176,fix(router): Fix type of Route.pathMatch to be more accurate,469,True,False,,2022-02-24T18:44:12Z,3,4,3,6,6,18,24,0
45144,test(animations): add route animation delay to pages tests,1687,True,False,,2022-02-24T18:42:08Z,1,2,2,1,17,13,30,0
36807,fix(common): canceled JSONP requests won't throw error with missing callback function,1409,True,False,,2022-02-24T17:24:41Z,11,6,8,3,54,30,84,0
45188,build: update github/codeql-action action to v1.1.3,696,True,False,,2022-02-24T17:11:24Z,1,3,3,1,1,1,2,0
45180,fix(localize): avoid imports into `compiler-cli` package,396,True,False,,2022-02-24T17:12:18Z,2,5,4,6,19,3,22,0
45169,fix(compiler-cli): Support resolve animation name from the DTS,808,True,False,,2022-02-24T00:54:36Z,1,3,3,3,43,11,54,0
45140,docs: remove activatedRouteData backward accesses in aio guides,1079,True,False,,2022-02-24T00:55:22Z,17,3,4,11,34,29,63,0
44438,docs: SVG as templates restructured as task based,46,True,False,,2022-02-24T00:05:17Z,0,4,2,1,14,2,16,0
45041,docs: Understanding pipes - new doc,32,True,False,,2022-02-23T21:08:43Z,0,2,1,1,52,0,52,0
45178,ci: use renovate Github Action tag version pinning,325,True,False,,2022-02-23T21:02:52Z,1,3,2,2,5,5,10,0
45184,"Bump version to ""v14.0.0-next.4"" with changelog.",0,True,True,2022-02-23T20:50:34Z,2022-02-23T20:50:34Z,0,1,1,2,29,1,30,8.0
45183,docs: release notes for the v13.2.4 release,80,True,True,2022-02-23T20:49:04Z,2022-02-23T20:49:04Z,0,1,1,1,15,0,15,391.0
45181,"Bump version to ""v13.2.4"" with changelog.",0,True,True,2022-02-23T20:35:31Z,2022-02-23T20:35:31Z,0,1,1,2,16,1,17,23.0
45171,test(common): remove initial navigation since it may redirect to debug.html,256,True,False,,2022-02-23T17:43:07Z,1,2,3,1,1,2,3,0
45042,docs: Pipes - transform data - new doc,101,True,False,,2022-02-23T19:43:26Z,0,2,1,1,49,0,49,0
45043,docs: pipes custom data transform,104,True,False,,2022-02-23T18:35:20Z,0,2,1,1,63,0,63,0
45110,docs: Template statements revision,37,True,False,,2022-02-23T18:01:00Z,0,2,1,1,5,26,31,0
45101,docs: fix test description to match code example,807,True,False,,2022-02-23T16:58:49Z,2,4,2,1,1,1,2,0
44729,fix(animations): allow animations with unsupported CSS properties,1370,True,False,,2022-02-23T16:58:01Z,15,5,11,8,116,20,136,0
45073,feat(zone.js): update electron patch to support electron/remote 14,396,True,False,,2022-02-23T16:57:20Z,1,3,2,1,11,1,12,0
45149,ci: test PR dev-infra#387,827,True,False,,2022-02-23T14:58:19Z,0,1,1,2,497,530,1027,0
45157,fix(docs-infra): removed duplicated style in aio examples,950,True,False,,2022-02-22T23:35:20Z,3,5,2,6,0,6,6,0
45107,fix(compiler-cli): Support resolve animation name from the DTS,1004,True,False,,2022-02-22T18:21:46Z,7,4,7,3,46,13,59,0
44901,fix(common): cleanup URL change listeners when the root view is removed,198,True,False,,2022-02-14T22:02:35Z,7,5,6,5,92,10,102,0
45114,refactor(animations): make `AnimationDriver.getParentElement` required,487,True,False,,2022-02-22T22:05:31Z,5,5,4,3,15,33,48,0
45162,build: update ossf/scorecard-action commit hash to 3662744,640,True,False,,2022-02-22T20:48:21Z,1,3,2,1,1,1,2,0
45134,refactor(compiler): remove usages of deprecated AST creation functions,235,True,False,,2022-02-22T18:22:55Z,1,3,3,43,532,442,974,0
45166,ci: update SHA for components-repo-unit-tests job to fix flakiness,462,True,False,,2022-02-22T18:20:56Z,1,3,2,2,2,2,4,0
35311,fix(forms): Call setDisabledState in in reactive directives when appropriate,1371,True,False,,2022-02-21T21:00:14Z,2,7,14,3,76,10,86,0
45091,fix(docs-infra): removed duplicated style in aio examples,844,True,False,,2022-02-21T16:56:32Z,1,2,5,6,0,6,6,0
45113,perf(animations): improve algorithm to balance animation namespaces [v13 backport],461,True,False,,2022-02-18T21:44:47Z,0,3,9,9,84,16,100,0
44858,docs: replace deprecated SwUpdate#available/activated with new API,968,True,False,,2022-02-18T21:40:38Z,10,4,11,2,25,15,40,0
44550,docs(animations): improve aio animations guides info around :enter/:leave,929,True,False,,2022-02-14T17:16:37Z,8,4,5,10,283,28,311,0
45135,build: update scorecard action dependencies to 040feef,698,True,False,,2022-02-18T21:57:13Z,2,3,2,1,2,2,4,0
45115,[13.2.x] perf(core): make `IterableDiffers` and `KeyValueDiffers` tree-shakable,74,True,False,,2022-02-18T21:43:08Z,0,2,3,6,5,184,189,0
45102,perf(core): make more `ApplicationModule` providers tree-shakable,251,True,False,,2022-02-18T21:40:06Z,4,4,5,13,73,200,273,0
45128,build: update dependency io_bazel_rules_sass to v1.49.8,661,True,False,,2022-02-18T21:34:17Z,1,3,2,1,3,3,6,0
45067,fix(docs-infra): make hamburger menu non focusable when not visible,1100,True,False,,2022-02-18T21:36:16Z,6,5,4,1,2,0,2,0
45126,docs(animations): amend query calls in animations example,1279,True,False,,2022-02-18T21:35:27Z,4,4,2,1,0,1,1,0
45124,docs(forms): remove `type` duplicate from `button` in reactive-forms example,785,True,False,,2022-02-18T21:35:05Z,1,3,2,1,1,1,2,0
45100,docs: fix test examples to use withContext,731,True,False,,2022-02-18T21:32:53Z,1,4,2,1,5,5,10,0
45051,perf(core): avoid storing LView in __ngContext__,1043,True,False,,2022-02-18T21:32:18Z,1,5,8,33,461,169,630,0
45132,fix location.search info lose in route change in hash mode,785,True,False,,2022-02-18T10:34:31Z,0,1,1,0,0,0,0,0
45077,Revert animation completion,951,True,False,,2022-02-18T04:09:49Z,0,3,2,15,10,379,389,0
45125,docs: release notes for the v13.2.3 release,0,True,True,2022-02-17T21:32:15Z,2022-02-17T21:32:15Z,1,2,1,1,19,0,19,29.0
29616,"fix: close #28529, rename BLACK_LISTED_EVENTS to UNPATCHED_EVENTS",941,True,False,,2019-03-31T02:15:45Z,0,2,1,7,19,13,32,0
45116,"Bump version to ""v13.2.3"" with changelog.",0,True,False,,2022-02-16T23:50:27Z,0,1,2,2,20,1,21,0
45036,build: update scorecard action dependencies to c4e058a,698,True,False,,2022-02-16T21:52:28Z,1,4,2,1,2,2,4,0
45037,build: update all non-major dependencies,8298,True,False,,2022-02-16T21:50:47Z,2,4,2,5,72,81,153,0
45104,docs: clarify install of build schematics deps,1063,True,False,,2022-02-16T21:44:51Z,1,3,2,1,2,2,4,0
45057,perf(animations): improve algorithm to balance animation namespaces,437,True,False,,2022-02-16T21:48:56Z,13,6,4,10,85,17,102,0
45061,build: update angular,851,True,False,,2022-02-16T21:46:35Z,2,4,2,6,17,10,27,0
45103,docs: fix typos,864,True,False,,2022-02-16T21:42:53Z,1,3,2,1,4,4,8,0
45095,docs: fix broken link,927,True,False,,2022-02-16T21:36:15Z,5,3,7,1,1,2,3,0
44121,PLACEHOLDER: Docs infra revert stackblitz webcontainers,155,True,False,,2022-02-16T21:42:14Z,0,3,1,20,173,87,260,0
45094,perf(core): make `IterableDiffers` and `KeyValueDiffers` tree-shakable,576,True,False,,2022-02-16T21:35:35Z,4,5,4,6,5,184,189,0
45060,fix(zone.js): correct defineProperties for symbol props.,1252,True,False,,2022-02-16T20:20:29Z,2,3,3,2,69,1,70,0
43692,docs: refactor getting started guide,796,True,False,,2022-02-16T19:26:23Z,3,6,7,5,7,7,14,0
44347,docs: simple grammatical corrections,948,True,False,,2022-02-16T19:24:41Z,2,6,4,1,2,2,4,0
45048,docs(localize): fix angular.json syntax error about i18n,904,True,False,,2022-02-15T20:31:20Z,3,7,11,1,6,4,10,0
45092,docs: fix grammatical error,863,True,False,,2022-02-15T20:30:08Z,3,4,2,1,1,1,2,0
44949,docs: remove banner after survey expiration,0,True,False,,2022-02-02T19:50:24Z,1,3,2,1,1,1,2,0
45078,docs: extend the LTS for ngUpgrade with a year,0,True,False,,2022-02-14T22:07:05Z,1,4,3,1,1,1,2,0
45059,docs(animations): clarify information about query with `:leave`,1042,True,False,,2022-02-14T22:05:28Z,1,3,2,1,9,1,10,0
45053,docs(localize): change dependencies to devDependencies in document,873,True,False,,2022-02-14T22:03:49Z,3,4,2,1,1,1,2,0
44970,feat(core): move ANIMATION_MODULE_TYPE injection token into core,185,True,False,,2022-02-14T22:03:11Z,9,5,7,8,22,18,40,0
45068,fix(docs-infra): fix broken link in Glossary,846,True,False,,2022-02-14T20:51:38Z,1,3,3,1,1,1,2,0
45040,build: update angular,3685,True,False,,2022-02-10T17:16:18Z,0,4,4,7,170,169,339,0
44943,build(docs-infra): upgrade cli command docs sources to 0f51d5c70,107,True,False,,2022-02-02T17:08:01Z,1,4,3,1,1,1,2,0
44942,build(docs-infra): upgrade cli command docs sources to be7c79b5a,123,True,False,,2022-02-02T17:03:39Z,1,4,3,1,1,1,2,0
45049,build: update angular,835,True,False,,2022-02-11T22:33:25Z,1,3,2,5,190,180,370,0
45045,refactor(docs-infra): replace deprecated toPromise usages,889,True,False,,2022-02-11T22:34:32Z,1,3,2,1,3,3,6,0
45046,refactor(docs-infra): replace deprecated subscribe usages,895,True,False,,2022-02-11T22:33:50Z,1,3,5,7,59,56,115,0
45052,docs: change dependencies to devDependencies in document,873,True,False,,2022-02-11T10:10:08Z,0,1,1,1,1,1,2,0
45039,fix(zone.js): fix addEventListener behavior when passive option is en…,939,True,False,,2022-02-11T06:12:25Z,0,2,4,3,87,16,103,0
44688,refactor: enable `useUnknownInCatchVariables` across packages,705,True,False,,2022-02-11T00:04:39Z,0,4,2,56,131,112,243,0
44885,fix(devtools): change links to the angular repo,43,True,False,,2022-02-02T23:33:31Z,3,6,3,1,2,2,4,0
45011,build: update angular,3613,True,False,,2022-02-10T17:16:12Z,2,4,5,7,180,180,360,0
43800,feat(router): allow passing an ActivatedRouteSnapshot for relative link resolution in Router.createUrlTree,2108,True,False,,2022-02-10T17:11:54Z,8,3,7,4,32,12,44,0
44985,refactor(http): deprecated symbol used,968,True,False,,2022-02-09T19:46:39Z,4,6,7,2,2,3,5,0
45026,build: update scorecard action dependencies to 7f9dca2,698,True,False,,2022-02-09T18:21:57Z,1,3,2,1,2,2,4,0
45002,docs: improve try-it-now card focus area,947,True,False,,2022-02-09T18:23:11Z,4,6,4,1,5,7,12,0
45027,[13.2.x]: build: lock file maintenance,41,True,False,,2022-02-09T18:18:12Z,1,4,2,9,1434,997,2431,0
44923,fix(zone.js): only call jasmine test done function once,821,True,False,,2022-02-09T06:43:56Z,0,2,7,1,17,3,20,0
44882,fix(compiler-cli): register ngmodules that have ids,0,True,False,,2022-02-09T01:53:39Z,0,2,1,2,7,1,8,0
45001,Updated padding property in body,785,True,False,,2022-02-08T19:41:42Z,0,3,2,1,4,1,5,0
45013,build: update dependency google-closure-compiler to v20220202,817,True,False,,2022-02-08T19:16:15Z,3,4,4,4,58,58,116,0
44993,build: lock file maintenance,667,True,False,,2022-02-08T19:18:32Z,2,4,4,3,851,689,1540,0
45012,build: update scorecard action dependencies to 230611d,809,True,False,,2022-02-08T19:15:41Z,2,4,2,1,4,4,8,0
44984,fix(docs-infra): eslint parsing-error,998,True,False,,2022-02-08T18:53:19Z,3,3,1,1,1,1,2,0
45014,docs(forms): improve email validator directive docs,788,True,False,,2022-02-08T17:58:02Z,1,3,3,1,4,0,4,0
45017,docs(common): mark lifecycle methods as nodoc,975,True,False,,2022-02-08T17:56:37Z,1,3,2,6,9,0,9,0
44966,fix(core): `ViewContainerRef.createComponent` should consult module injector when custom one is provided,1345,True,False,,2022-02-08T17:57:27Z,4,4,6,2,75,12,87,0
44730,fix: eslint parsing-error,1007,True,False,,2022-02-06T11:02:24Z,1,5,9,1,1,1,2,0
44988,docs: fix command to clear cache on Windows,815,True,False,,2022-02-08T05:18:10Z,1,4,2,1,1,1,2,0
45009,refactor: CHANGELOG is poorly formatted for most recent version.,94,True,False,,2022-02-08T01:34:54Z,0,1,2,1,10,22,32,0
44957,refactor(core): drop all `.ngfactory` and `.ngsummary` imports,312,True,False,,2022-02-07T23:31:59Z,1,3,3,26,69,195,264,0
44969,docs: add Cost-Effective Angular Testing,798,True,False,,2022-02-07T21:17:39Z,1,5,2,1,5,0,5,0
40459,fix(forms): incorrectly keeping track of ngModel with ngFor inside a form,877,True,False,,2022-02-07T21:16:18Z,11,3,13,4,141,12,153,0
44982,build: update dependency @types/chrome to ^0.0.178,644,True,False,,2022-02-07T20:08:32Z,1,3,3,2,5,5,10,0
44887,refactor(forms): update patter validator to inherit abstractValidator.,949,True,False,,2022-02-07T20:08:01Z,7,5,7,2,9,37,46,0
42803,fix(core): input coercion,1473,True,False,,2022-02-07T18:53:07Z,9,6,11,12,93,39,132,0
37809,fix(compiler): allow banana-in-a-box bindings to end with non-null assertion,1542,True,False,,2022-02-07T18:47:00Z,9,9,16,5,99,36,135,0
39632,fix(core): throw an error when no elements found by DebugElement.query,1391,True,False,,2022-02-07T18:19:24Z,2,8,7,10,73,42,115,0
44998,ci: group all scorecard action dependencies,99,True,False,,2022-02-07T17:46:35Z,1,3,2,1,6,0,6,0
44977,build: update actions/checkout commit hash to 230611d - autoclosed,635,True,False,,2022-02-07T17:49:40Z,1,2,1,1,1,1,2,0
44978,build: update actions/upload-artifact commit hash to 87348ce - autoclosed,642,True,False,,2022-02-07T17:49:43Z,1,2,1,1,1,1,2,0
44979,build: update github/codeql-action commit hash to 4eb03fb - autoclosed,639,True,False,,2022-02-07T17:49:45Z,1,2,1,1,1,1,2,0
44980,build: update ossf/scorecard-action commit hash to 315c15e - autoclosed,640,True,False,,2022-02-07T17:49:47Z,1,2,1,1,1,1,2,0
44987,docs(docs-infra): fix cosidered typo,772,True,False,,2022-02-07T17:45:27Z,2,3,3,1,1,1,2,0
44995,docs(router): clarify execution order for resolvers,770,True,False,,2022-02-07T17:44:28Z,1,3,3,1,2,2,4,0
44981,build: update angular,4790,True,False,,2022-02-07T17:21:20Z,5,5,3,8,625,363,988,0
44812,Initial implementation of Standalone Components,0,True,False,,2022-02-03T16:55:30Z,10,8,4,68,3605,2399,6004,0
44700,refactor(http): deprecated symbol used,945,True,False,,2022-02-07T06:01:43Z,0,5,8,1,3,2,5,0
44557,refactor(docs-infra): fix template eslint issues in aio examples,1151,True,False,,2022-02-03T20:44:53Z,61,6,27,166,701,516,1217,0
36681,feat(http): http requests to implement xhr timeout,1809,True,False,,2022-02-04T00:27:09Z,9,10,11,9,360,3,363,0
43738,docs(docs-infra): add blog in the social toolbar,1161,True,False,,2022-02-04T17:11:37Z,0,6,11,2,29,0,29,0
44354,perf(http): remove IE special status handling,277,True,False,,2022-02-04T19:45:26Z,8,4,6,2,1,13,14,0
44963,build: update all non-major dependencies,4260,True,False,,2022-02-04T19:55:42Z,1,3,4,3,13,13,26,0
44974,"[13.2.x]: build: update all non-major dependencies, patch port of #44963",20,True,False,,2022-02-04T19:55:26Z,1,3,3,2,10,10,20,0
25859,perf(forms): prevent SelectControlValueAccessor from excessively calling compareWith function,934,True,False,,2022-02-04T19:21:00Z,0,6,5,2,169,6,175,0
44270,refactor(core): cleanup `DebugNode` and `DebugElement` implementations,434,True,False,,2022-02-04T18:43:47Z,8,7,14,2,157,240,397,0
43622,feat(common): Support years greater than 9999,1148,True,False,,2022-02-04T18:43:15Z,5,6,8,2,8,4,12,0
44793,docs: correct typo,849,True,False,,2022-02-04T18:42:34Z,1,4,5,1,1,1,2,0
44799,fix(animations): implement missing transition delay,2179,True,False,,2022-02-03T23:54:19Z,2,3,9,3,71,4,75,0
44968,refactor: convert nullish coalescing operator to plain javascript,227,True,False,,2022-02-04T18:40:53Z,1,3,2,1,2,1,3,0
38969,docs: document the x-deprecated option,896,True,False,,2022-02-04T17:23:22Z,2,6,3,1,23,0,23,0
33729,fix(forms): Correct required validator to handle objects with a property `length: 0`,1039,True,False,,2022-02-04T07:15:43Z,7,8,20,2,11,2,13,0
43863,fix(router): Update `Navigation#initialUrl` to match documentation and reality,780,True,False,,2022-02-04T01:07:08Z,4,5,9,2,3,3,6,0
23020,fix(platform-browser): Make transfer state key typesafe. ,1999,True,False,,2022-02-04T06:46:59Z,9,10,12,2,5,1,6,0
39844,feat(service-worker): Add ngsw-service-worker header when response from cache,1157,True,False,,2022-02-04T00:53:23Z,0,2,2,1,15,1,16,0
43199,feat(core): Add parentInjector to platform factories,726,True,False,,2022-02-04T00:47:49Z,0,2,2,2,10,6,16,0
39294,fix(docs-infra) display link urls on printable form,785,True,False,,2022-02-04T00:47:39Z,5,5,12,1,8,0,8,0
39154,"docs: add ""modules"" topic to ""main concepts""",1306,True,False,,2022-02-04T00:46:19Z,1,6,3,1,26,0,26,0
39111,test(zone.js): add basic test for zone.js bundle size,214,True,False,,2022-02-04T00:40:05Z,1,5,1,4,44,16,60,0
43925,docs: add open source templates to  resources page,838,True,False,,2022-02-04T00:39:24Z,1,5,5,1,10,0,10,0
38961,docs: Revise user-input topic to improve readability and clarity,1040,True,False,,2022-02-04T00:38:25Z,1,7,5,2,92,250,342,0
38816,Allow Angular Element to be removed and readded to the DOM with all inputs and outputs initialized and hooked up,12,True,False,,2022-02-04T00:34:46Z,5,7,5,2,30,24,54,0
35010,feat: support custom `zoneSpec` when bootstrapping Angular application with `NgZone`,973,True,False,,2022-02-04T00:22:21Z,3,6,2,5,105,16,121,0
32598,feat(common): make `HttpParameterCodec` injectable,1400,True,False,,2022-02-04T00:19:54Z,2,13,15,5,58,17,75,0
39900,fix(docs):update input-output-diagram.svg,963,True,False,,2022-02-03T22:51:05Z,3,6,14,1,1,1,2,0
44965,docs: remove unnecessary closing tag in HTTP code example,907,True,False,,2022-02-03T20:56:23Z,0,2,4,1,1,1,2,0
44958,docs: remove duplicate closing tags in View Encapsulation file,887,True,False,,2022-02-03T16:54:08Z,1,3,2,1,3,3,6,0
43689,docs: add po-ui to UI Components resources,785,True,False,,2022-02-03T20:45:45Z,2,5,2,1,6,0,6,0
42899,ViewEncapsulationComponent  should be EmulatedEncapsulationComponent,1054,True,False,,2022-02-03T20:41:41Z,1,5,4,1,3,3,6,0
44567,docs(animations): add section about animating reordering list items,1192,True,False,,2022-02-03T20:40:57Z,6,6,10,1,11,1,12,0
44939,feat(router): set stricter type for Route.title,963,True,False,,2022-02-03T20:40:32Z,8,6,3,32,499,538,1037,0
44961,docs: remove item from changelog that does not work,170,True,False,,2022-02-03T20:40:07Z,3,5,2,1,0,4,4,0
44288,build: update dependency chalk to v5,2025,True,False,,2022-02-03T19:51:56Z,0,3,4,4,12,2,14,0
43585,"docs: [page ""What is Angular?""] fix class name in DI section; add links in ""Next steps"" section",814,True,False,,2022-02-03T19:49:16Z,4,5,2,1,2,2,4,0
40349,fix(forms): use parent when retrieving control in `FormControlName` directive,327,True,False,,2022-02-03T19:47:15Z,0,1,2,4,121,19,140,0
44529,test aio doc gen for Joe,12,True,False,,2022-02-03T19:38:20Z,0,4,3,1,2,2,4,0
44535,docs: fix typo,785,True,False,,2022-02-03T18:49:55Z,2,7,4,1,1,1,2,0
44305,docs: update getting started experience to use only one tutorial,304,True,False,,2022-02-03T18:48:40Z,0,4,4,18,467,164,631,0
43641,typo correction,798,True,False,,2022-02-03T18:46:29Z,1,3,6,1,1,1,2,0
38801,docs: Update Displaying data in views topic to comply with tutorial g…,796,True,False,,2022-02-03T17:37:20Z,0,4,5,2,76,73,149,0
37511,[WIP] docs: add docs content contributions,945,True,False,,2022-02-03T17:36:52Z,0,5,2,2,129,0,129,0
44946,feat(forms): made a ValidationControls type,854,True,False,,2022-02-02T17:36:45Z,0,3,3,2,13,5,18,0
44956,docs: remove old commits from CHANGELOG.md,295,True,False,,2022-02-03T01:34:34Z,1,3,4,1,0,326,326,0
42671,docs: remove notice about strict template type checking,1127,True,False,,2022-02-02T04:51:03Z,3,4,2,1,0,3,3,0
44921,fix(platform-browser): do not run change detection when loading Hammer,309,True,False,,2022-02-02T19:50:54Z,1,3,3,2,49,28,77,0
43441,fix(upgrade): Do not trigger duplicate navigation events from Angular…,704,True,False,,2022-02-02T19:51:29Z,5,3,3,5,242,49,291,0
44951,"Bump version to ""v14.0.0-next.1"" with changelog.",0,True,True,2022-02-02T19:39:30Z,2022-02-02T19:39:30Z,0,1,1,2,369,1,370,164.0
44950,docs: release notes for the v13.2.1 release,80,True,True,2022-02-02T18:51:14Z,2022-02-02T18:51:14Z,0,1,1,1,31,0,31,34.0
